record_id,evidence_date,evidence_date_descriptive,large_area,small_area,scientific_name,common_name,id_quality,evidence_type,collision_evidence,strike_result,other_info,vessel_type,scientific_name_clean,species_status,species_analysis_name,id_quality_clean,analysis_confidence,evidence_type_clean,evidence_context,strike_result_clean,outcome_known,fatal_outcome,fatal_label,vessel_type_clean,vessel_category,large_area_clean,ocean_basin,date_description_clean,date_precision,year_start,year_end,analysis_year,year_source,analysis_decade,include_species_frequency,include_species_fatality,include_confirmed_species,include_vessel_outcome,include_region_outcome
268,1998-08-02T00:00:00Z,NA,Atlantic Ocean - North,"Stellwagen Bank, Massachusetts, East coast USA",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"whale surfaced in front of vessel, massive fresh, bleeding wound across back from flipper to flipper",Severe external visible injury,"Jensen and Silber 2003. Humpback injured by whale-watching catamaran, Stellwagen Bank, Virginia 1998.",Whale watching vessel,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Whale-watching vessel,Research or whale-watching,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,1998,1998,1998,Exact date,1990s,TRUE,TRUE,TRUE,TRUE,TRUE
269,NA,August 2003,Pacific Ocean - North,"Noutka Sound, W.Vancouver Island, Canada",Orcinus orca,killer whale,Confirmed,Collision,"15-20cm long gash, 3cm deep revealing blubber; reported 27 Aug 2003",Severe external visible injury,"Killer whale propeller hit in Noutka Sound, W. Vancouver Island. Orca swimming farther afield from boats; before it often approached boats Orca Network, August 2003 ""Orca Network News""",Sailing vessel (<25m),Orcinus orca,Identified to species,Orcinus orca,Confirmed,Confirmed identification,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Sailing vessel (<25m),Recreational or small craft,Pacific Ocean - North,Pacific Ocean,august 2003,Descriptive year,2003,2003,2003,Descriptive date,2000s,TRUE,TRUE,TRUE,TRUE,TRUE
270,NA,Feb 1986,Pacific Ocean - South,"heading to Talcahuano from Juan Fernandez, Chile",Unidentified baleanopterid whale,Unidentified balaenopterid whale,Unconfirmed,Collision,"boat damaged, had to be towed",Not known,"Yacht hit and damaged by Balaenoptera sp. off Chile. Yacht ""Rock On"" from Javier Echeverria, competing during the IV Race of the 100 miles. The race to Juan Fernnadez Island. Has several stories of sailboats striking whales but scarce documentation.",Sailing yacht,Unidentified balaenopterid whale,Unidentified cetacean,NA,Unconfirmed,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Sailing yacht,Recreational or small craft,Pacific Ocean - South,Pacific Ocean,feb 1986,Descriptive year,1986,1986,1986,Descriptive date,1980s,FALSE,FALSE,FALSE,FALSE,FALSE
271,1905-02-20T00:00:00Z,NA,Pacific Ocean - South,"near Talcahuano, Chile",NA,Unidentified large whale,Indeterminate,Collision,Seen by crew members of 'Destructor Riquelme' heading to Talcuahuano,Not known,"Chilean navy ship hit whale in 1905. Probably oldest documented case in Chilean waters. Reported by G.P. Sanino ""and local written press""",Naval vessel,NA,Missing scientific name,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Naval vessel,Government or naval,Pacific Ocean - South,Pacific Ocean,NA,Exact date,1905,1905,1905,Exact date,1900s,FALSE,FALSE,FALSE,FALSE,FALSE
272,2006-07-15T00:00:00Z,NA,Pacific Ocean - South,"Whitsundays, Australia",Megaptera novaeangliae,humpback whale,Confirmed,Collision,direct observation by member of the public,Not known,Humpback whale struck by 50ft yacht reversing in Nara Inle. Passenger-carrying excursion vessel (whale-watching),Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - South,Pacific Ocean,NA,Exact date,2006,2006,2006,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
273,2006-08-25T00:00:00Z,NA,Pacific Ocean - South,"Whitsundays, Australia",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"""minor damage to the animal's rear quarters reported"" (see BCWP10)",Indeterminate visible injury,Humpback whale struck by trimaran (in IWC : BCWP10). Passenger-carrying excursion vessel (whale-watching),Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Indeterminate injury,TRUE,0,Non-fatal known outcome,Unknown,Unknown,Pacific Ocean - South,Pacific Ocean,NA,Exact date,2006,2006,2006,Exact date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
274,2006-12-01T00:00:00Z,NA,Indian Ocean,"Gage Roads near Fremantle, Australia",B.m. brevicauda,Pygmy blue whale,Confirmed,Collision,"whale washed up dead on Capricorn beach, north of Perth on Dec 5",Death,Pygmy blue whale struck by Australian Navy frigate,Not known,B.m. brevicauda,Unresolved abbreviation,NA,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Indian Ocean,Indian Ocean,NA,Exact date,2006,2006,2006,Exact date,2000s,FALSE,FALSE,FALSE,FALSE,TRUE
275,2004-05-06T00:00:00Z,NA,Pacific Ocean - North,"off San Francisco, California, USA",NA,Unidentified large whale,Indeterminate,Collision,cruise ship (direct observation by passenger cc. to SWFSC),Not known,Whale hit by cruise ship - San Francisco. Reported in BCWP10 (IWC/59),Not known,NA,Missing scientific name,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2004,2004,2004,Exact date,2000s,FALSE,FALSE,FALSE,FALSE,FALSE
276,2004-10-06T00:00:00Z,NA,Pacific Ocean - North,"Eureka, California, USA",NA,Unidentified large whale,Indeterminate,Collision,direct observation by Coast Guard Vessel crew,Not known,Coast Guard vessel strikes whale off Eureka. Reported in BCWP10 (IWC/59) by SWFSC,Not known,NA,Missing scientific name,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2004,2004,2004,Exact date,2000s,FALSE,FALSE,FALSE,FALSE,FALSE
277,2004-08-08T00:00:00Z,NA,Pacific Ocean - North,"Puamana Beach Park, Maui, Hawaii",Megaptera novaeangliae,humpback whale,Confirmed,Collision,direct observation,Not known,Humpback struck off Puamana Beach. Reported in BCWP10 (IWC/59),Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2004,2004,2004,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
278,2004-02-13T00:00:00Z,NA,Pacific Ocean - North,"4miles W. of Kaena Point, Oahu, Hawaii",Megaptera novaeangliae,humpback whale,Confirmed,Collision,direct observation,Not known,Humpback whale hit off Kaena Point. Reported in BCWP10 (IWC/59),Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2004,2004,2004,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
279,2004-02-24T00:00:00Z,NA,Pacific Ocean - North,"1mile S of Kewalo Harbor, Oahu, Hawaii",Megaptera novaeangliae,humpback whale,Confirmed,Collision,direct observation,Not known,"Humpback whale struck 1 mile S of Kewalo Harbor, Oahu. Reported in BCWP10 (IWC/59)",Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2004,2004,2004,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
280,2005-02-25T00:00:00Z,NA,Pacific Ocean - North,"Honolulu, Oahu, Hawaii",Megaptera novaeangliae,humpback whale,Confirmed,Collision,direct observation,Not known,Humpback whale struck off Honolulu. Reported in BCWP10 (IWC/59),Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2005,2005,2005,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
281,NA,1998,Atlantic Ocean - Mediterranean Sea,"South Cap d'Armes, Porquerolles, France",Balaenoptera physalus,fin whale,Indeterminate,Collision,"""collision at sea""",NA,"Collision with fin whale, South Cap d'Armes. Roropax ferry 'Monte Cinto' See Capoulade 2002",Not known,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Indeterminate,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Atlantic Ocean - Mediterranean Sea,Atlantic Ocean,1998,Descriptive year,1998,1998,1998,Descriptive date,1990s,TRUE,FALSE,FALSE,FALSE,FALSE
282,NA,1998,Atlantic Ocean - Mediterranean Sea,Ligurian Sea,Balaenoptera physalus,fin whale,Indeterminate,Collision,"""collision at sea""",NA,Fin whale hit in Ligurian Sea (1998). Fast ferry 'NGV Asco' (Capoulade 2002),Not known,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Indeterminate,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Atlantic Ocean - Mediterranean Sea,Atlantic Ocean,1998,Descriptive year,1998,1998,1998,Descriptive date,1990s,TRUE,FALSE,FALSE,FALSE,FALSE
283,2007-07-01T00:00:00Z,July 2007,Atlantic Ocean - North,Massachusetts Bay,Megaptera novaeangliae,humpback whale,Confirmed,Collision,Blunt force trauma,Death,"Humpback whale hit by vessel, Massachusetts Bay, USA",Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,july 2007,Exact date,2007,2007,2007,Exact date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
284,NA,2000,Atlantic Ocean - Mediterranean Sea,"between Calvi, Corsica and Nice, France",Balaenoptera physalus,fin whale,Indeterminate,Collision,"""collision at sea""",NA,"Sperm whale hit by Ocean Liner "" Cristoforo Colombo"". Fast ferry 'NGV Aliso' (Capoulade, 2002)",Motor yacht (<25m),Balaenoptera physalus,Identified to species,Balaenoptera physalus,Indeterminate,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Motor yacht (<25m),Recreational or small craft,Atlantic Ocean - Mediterranean Sea,Atlantic Ocean,2000,Descriptive year,2000,2000,2000,Descriptive date,2000s,TRUE,FALSE,FALSE,FALSE,FALSE
285,NA,reporting date 15 Sept 1998,Atlantic Ocean - North,"Stellwagen Bank, Massachusetts, USA",Balaenoptera acutorostrata,Common minke whale,Confirmed,Collision,"collided by whale-watching vessel, presumaby direct observation",Death,"Minke killed by whale-watching vessel on Stellwagen Bank. Reported in Yin, 1999",Not known,Balaenoptera acutorostrata,Identified to species,Balaenoptera acutorostrata,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,reporting date 15 sept 1998,Reporting date only,NA,NA,NA,No single usable year,NA,TRUE,TRUE,TRUE,FALSE,TRUE
286,NA,September 1998,Atlantic Ocean - North,"Stellwagen Bank, Massachusetts",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"""humpback whale was injured""",Indeterminate visible injury,Humpback whale hit by WW vessel on Stellwagen Bank. Reported by Yin (1999); hit by whale-watching vessel,Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Indeterminate injury,TRUE,0,Non-fatal known outcome,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,september 1998,Descriptive year,1998,1998,1998,Descriptive date,1990s,TRUE,TRUE,TRUE,FALSE,TRUE
287,NA,before 1998,Atlantic Ocean - North,Bahamas,Stenella frontalis,Atlantic spotted dolphin,Confirmed,Collision,"a calf received life-threatening wounds, apparently from a small boat",Severe external visible injury,Calf received life-threatening wounds. Reported in Samuels et al. (2000) reviewed in Van Waerebeek et al. (2007),Not known,Stenella frontalis,Identified to species,Stenella frontalis,Confirmed,Confirmed identification,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,before 1998,Before specified date,NA,1998,NA,No single usable year,NA,TRUE,TRUE,TRUE,FALSE,TRUE
288,2007-07-14T00:00:00Z,NA,Atlantic Ocean - North,"New Hampshire, near Jeffrey’s Ledge, USA east coast",Balaenoptera physalus,fin whale,Confirmed,Collision,Incident witnessed by crew and passengers of another vessel diring whale watching,Severe external visible injury,"Fin whale struck by boat off New Hampshire, USA",Not known,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Confirmed,Confirmed identification,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,2007,2007,2007,Exact date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
289,NA,December 2006?,Pacific Ocean - South,New Zealand,NA,Unidentified small cetacean,Unconfirmed,Collision,"A 27 year old woman was seriously hurt off the coast of New Zealand after a 300kg dolphin leapt from the water crushing the woman and the front of the boat. In the same incident, another woman was hurt after she was thrown through the boat's windscreen.",Apparently minor external injury,"Woman hurt after a dolphin leapt onto a boat, New Zealand. People injured. No information on location and date. ""A 300kg dolphin"" and dolphin watching suggest Tursiops truncatus. Source: Marineconnnection.org",Not known,NA,Missing scientific name,NA,Unconfirmed,Not confirmed or missing,Collision,Reported collision,Minor injury,TRUE,0,Non-fatal known outcome,Unknown,Unknown,Pacific Ocean - South,Pacific Ocean,december 2006?,Descriptive year,2006,2006,2006,Descriptive date,2000s,FALSE,FALSE,FALSE,FALSE,TRUE
290,NA,February 2008,Pacific Ocean - North,"Santa Barbara Channel, USA",Balaenoptera musculus,blue whale,Confirmed,Collision,"""as many as five died because of ship strikes""",Death,At least two deaths of blue whales in the Santa Barbara Channel,Not known,Balaenoptera musculus,Identified to species,Balaenoptera musculus,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Pacific Ocean - North,Pacific Ocean,february 2008,Descriptive year,2008,2008,2008,Descriptive date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
291,2007-06-01T00:00:00Z,NA,Atlantic Ocean - Mediterranean Sea,"off Cap Sicié, France",Balaenoptera physalus,fin whale,Unconfirmed,Collision,unknown,Not known,"""Le premier en juin, suite à une collision avec le porte-avions Charles de Gaulle, un rorqual femelle a été pétardé au large du Cap Sicié "" Bulletin Pelagos (France), janvier 2008 Bulletin Pelagos (France), janvier 2008 reported to KVW by A. De Lichterve",Not known,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Unconfirmed,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Atlantic Ocean - Mediterranean Sea,Atlantic Ocean,NA,Exact date,2007,2007,2007,Exact date,2000s,TRUE,FALSE,FALSE,FALSE,FALSE
292,2008-01-10T00:00:00Z,NA,Pacific Ocean - North,"Kona coast, Oahu, Hawaii",Megaptera novaeangliae,humpback whale,Confirmed,Collision,reportedly struck a humpback whale,Not known,"On Jan. 10, a small tour boat reportedly struck a humpback whale of unconfirmed age off the Kona coast. Ellen Edmands, staff writer, can be reached at eedmands@kauaipubco.com.",Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2008,2008,2008,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
293,2008-01-27T00:00:00Z,NA,Pacific Ocean - North,"Waikiki, Hawaii",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"On Jan. 27 in Waikiki, another small tour boat collided with a humpback calf born this year",Not known,"On Jan. 27 in Waikiki, another small tour boat collided with a humpback calf born this year",Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2008,2008,2008,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
294,1998-03-19T00:00:00Z,NA,Atlantic Ocean - North,"Dakar, Senegal, West Africa",Balaenoptera borealis,sei whale,Confirmed,Shore,NA,NA,See Félix and Van Waerebeek (2005). Specimen examined in harbour of Dakar.,Not known,Balaenoptera borealis,Identified to species,Balaenoptera borealis,Confirmed,Confirmed identification,Shore,Shore-based evidence,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,1998,1998,1998,Exact date,1990s,TRUE,FALSE,TRUE,FALSE,FALSE
295,1998-08-25T00:00:00Z,NA,Atlantic Ocean - South,"Rio Grande, Brazil",Eubalaena australis,southern right whale,Confirmed,Shore,NA,NA,NA,Not known,Eubalaena australis,Identified to species,Eubalaena australis,Confirmed,Confirmed identification,Shore,Shore-based evidence,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Atlantic Ocean - South,Atlantic Ocean,NA,Exact date,1998,1998,1998,Exact date,1990s,TRUE,FALSE,TRUE,FALSE,FALSE
296,NA,1991,Atlantic Ocean - South,"Rio Grande, Brazil",Eubalaena australis,southern right whale,Confirmed,Shore,NA,NA,Very few details available,Not known,Eubalaena australis,Identified to species,Eubalaena australis,Confirmed,Confirmed identification,Shore,Shore-based evidence,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Atlantic Ocean - South,Atlantic Ocean,1991,Descriptive year,1991,1991,1991,Descriptive date,1990s,TRUE,FALSE,TRUE,FALSE,FALSE
